name,score
Flying Toaster,Bad
Mario vs. Donkey Kong 2: March of the Minis,Good
NBA '07,Good
Guilty Gear Judgment,Good
Naruto: Clash of Ninja 2,Great
NBA '07,Great
Brain Challenge,Great
LEGO Star Wars II: The Original Trilogy,Great
Bounty Hounds,Good
NHL 2K7,Great
NHL 2K7,Great
NHL 07,Great
NHL 07,Great
NHL 07,Great
Vortex,Good
Coffee Tycoon,Bad
The Godfather,Good
Madden NFL 07: Hall of Fame Edition,Great
Pac-Man,Mediocre
Tetris,Good
Mini Golf,Good
Shot-Online,Mediocre
Rainbow Islands Revolution,Mediocre
Scarface: The Rise of Tony Montana,Good
IGPX,Mediocre
The Fast and the Furious,Okay
Open Season,Okay
Open Season,Okay
Open Season,Okay
Open Season,Okay
NBA 2K7,Great
One Piece: Pirates' Carnival,Bad
One Piece: Pirates' Carnival,Bad
Pokemon Mystery Dungeon: Blue Rescue Team,Okay
Pokemon Mystery Dungeon: Red Rescue Team,Okay
World Series of Poker: Tournament of Champions -- 2007 Edition,Good
Pirates of the Caribbean: Dead Man's Chest,Good
Air Strike 1944,Good
Company of Heroes,Amazing
Bomberman,Good
MechAssault: Phantom War,Good
NHL 07,Great
"World Championship Poker: Featuring Howard Lederer ""All In""",Okay
Barnyard,Okay
SpyHunter: Nowhere to Run,Okay
Zuma,Great
Rapala Trophies,Good
Okami,Amazing
Big Oil,Awful
Space Harrier,Awful
IQ Academy,Okay
Doom (1993),Great
Open Season,Okay
World Series of Poker: Texas Hold 'Em,Good
NBA Live 07,Bad
NBA Live 07,Bad
NBA Live 07,Okay
NBA Live 07,Okay
NBA Live 07,Bad
Samurai Warriors 2,Mediocre
World Series of Poker: Tournament of Champions -- 2007 Edition,Good
World Series of Poker: Tournament of Champions -- 2007 Edition,Good
Samurai Warriors 2,Mediocre
LEGO Star Wars II: The Original Trilogy,Good
ProStroke Golf: World Tour 2007,Good
Pirates: Legend of the Black Buccaneer,Mediocre
Payout Poker & Casino,Bad
SpyHunter: Nowhere to Run,Okay
Mega Man ZX,Great
Open Season,Good
Tom Clancy's Splinter Cell Double Agent,Good
ParaWorld,Good
NBA 2K7,Great
NASCAR 07,Good
Reservoir Dogs,Awful
F.E.A.R. Extraction Point,Good
Star Trek: Encounters,Bad
Family Guy,Bad
Ford Bold Moves Street Racing,Awful
Naruto: Ninja Council 2,Mediocre
Garfield's A Tail of Two Kitties,Bad
Ford Bold Moves Street Racing,Awful
Cars,Good
Hannah Montana,Okay
Medal of Honor Heroes,Great
Avatar: The Last Airbender,Mediocre
Avatar: The Last Airbender,Mediocre
Backyard Baseball 2007,Painful
Avatar: The Last Airbender,Mediocre
Bully ( (Collector's Edition)),Great
The Sims 2: Pets,Good
Lumines Live!,Good
Eureka Seven Vol. 1: The New Wave,Bad
Justice League Heroes,Okay
El Matador,Mediocre
Ford Bold Moves Street Racing,Awful
JAWS Unleashed,Okay
DEFCON,Great
Battlefield 2142,Great
Scooby-Doo! Who's Watching Who?,Good
Ace Combat X: Skies of Deception,Great
Gun Showdown,Great
FIFA Soccer 07,Good
Gangs of London,Bad
Stacked with Daniel Negreanu,Mediocre
Asphalt 3: Street Rules,Great
First Battalion,Okay
Tiger Woods PGA Tour 07,Great
Mage Knight: Apocalypse,Mediocre
Alex Rider: Stormbreaker,Bad
Capcom Classics Collection Reloaded,Great
The Grim Adventures of Billy & Mandy,Good
Crash Boom Bang!,Painful
The Sims 2: Pets,Good
Justice League Heroes,Okay
Caesar IV,Good
Contact,Good
The Legend of Spyro: A New Beginning,Good
The Legend of Spyro: A New Beginning,Good
Ghostbusters [2006],Mediocre
The Legend of Spyro: A New Beginning,Good
GTR 2,Amazing
Open Season,Okay
Delta Force: Black Hawk Down -- Team Sabre,Good
Joint Task Force,Mediocre
Tales of the Abyss,Great
Pacific Storm,Great
Dig Dug,Good
MotoGP [2006],Good
Destroy All Humans! 2,Great
The Grim Adventures of Billy & Mandy,Good
Tom Clancy's Splinter Cell Double Agent,Amazing
Sam & Max: Season One -- Episode #1: Culture Shock,Great
The Legend of Spyro: A New Beginning,Good
Tropical Madness,Great
Import Tuner Challenge,Mediocre
The Suite Life of Zack & Cody: Tipton Trouble,Mediocre
Bratz: Forever Diamondz,Bad
Muppets Puzzle Party,Good
Scarface: Money. Power. Respect,Okay
Destroy All Humans! 2,Great
Age of Empires III: The WarChiefs,Great
The Grim Adventures of Billy & Mandy,Good
Open Season,Good
Backyard Baseball 2007,Painful
Bully,Great
Killzone: Liberation,Amazing
Avatar: The Last Airbender,Mediocre
Nintendogs: Dalmatian & Friends,Great
Nicktoons: Battle for Volcano Island,Bad
Dungeon Siege: Throne of Agony,Great
Teen Titans 2,Mediocre
Neverwinter Nights 2,Great
Guitar Hero II (Game Only Edition),Amazing
Strawberry Shortcake: Strawberryland Games,Mediocre
Marvel: Ultimate Alliance,Great
Def Jam: Fight for NY,Okay
Flushed Away,Bad
Need for Speed Carbon: Own the City,Good
Pokemon Ranger,Good
Megatouch 3-in-1 Personal Arcade,Okay
SpongeBob SquarePants: Creature from the Krusty Krab,Good
Tony Hawk's Project 8,Good
Call of Duty 3,Great
SpongeBob SquarePants: Creature from the Krusty Krab,Mediocre
Stranded,Great
Call of Duty 3,Great
Games Explosion!,Bad
Monopoly: Here & Now [2006],Good
Family Feud,Painful
Tom Clancy's Splinter Cell Double Agent,Great
Elite Beat Agents,Amazing
Nacho Libre,Bad
Tom Clancy's Splinter Cell Double Agent,Amazing
Need for Speed Carbon: Own the City,Good
Bonk's Return,Good
Juka and the Monophonic Menace,Great
Hitman: Blood Money Vegas,Mediocre
NHL 2K7,Great
Grand Theft Auto: Vice City Stories,Amazing
1701 A.D.,Great
Contra,Mediocre
Tony Hawk's Project 8,Good
Zatch Bell! Mamodo Fury,Awful
Desperate Housewives: The Game,Great
Justice League Heroes,Bad
Genji: Days of the Blade,Okay
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Great
SingStar Rocks!,Mediocre
Tom and Jerry Tales,Mediocre
Greg Hastings' Tournament Paintball Max'd,Okay
NHL 2K7,Great
Ridge Racer 7,Great
NBA '07,Good
Death Jr. 2: Root of Evil,Good
ATV Offroad Fury 4,Great
Children of Mana,Great
FIFA Soccer 07,Okay
Need for Speed Carbon,Good
Scurge: Hive,Good
Justice League Heroes: The Flash,Great
Scurge: Hive,Great
Need for Speed Carbon,Good
Final Fantasy XII (Collector's Edition),Amazing
Need for Speed Carbon,Great
Final Fantasy XII,Amazing
World Series of Poker: Tournament of Champions -- 2007 Edition,Good
Flushed Away,Bad
Inca Quest,Good
Phantasy Star Universe,Okay
RoboBlitz,Great
Flushed Away,Bad
Gears of War,Amazing
The Sims 2: Pets,Mediocre
Lumines II,Amazing
Marvel: Ultimate Alliance,Painful
Yoshi's Island DS,Great
Trauma Center: Second Opinion,Great
Dead or Alive Xtreme 2,Okay
Wii Sports,Good
Warhammer: Mark of Chaos,Great
Medieval II: Total War,Great
Resistance: Fall of Man,Amazing
Tony Hawk's Project 8,Okay
Need for Speed Carbon,Good
Stronghold Legends,Mediocre
Need for Speed Carbon,Great
Dark Messiah of Might and Magic,Good
Spectral Souls,Mediocre
WTF: Work Time Fun,Okay
American Dragon: Jake Long -- Rise of the Huntsclan,Okay
"World Championship Poker: Featuring Howard Lederer ""All In""",Okay
WWE SmackDown vs. Raw 2007,Great
Phantasy Star Universe,Okay
Tony Hawk's Downhill Jam,Okay
Naval Battle: Mission Commander,Good
Strategic Command 2: Blitzkrieg,Mediocre
Viva Piñata,Great
Mafia Wars: Yakuza,Amazing
Tony Hawk's Project 8,Okay
Madden NFL 07,Good
My Frogger Toy Trials,Good
Flushed Away,Mediocre
Guild Wars: Nightfall,Great
Every Extend Extra,Great
WWE SmackDown vs. Raw 2007,Great
Eagle Eye Golf,Okay
Magical Starsign,Good
Need for Speed Carbon: Own the City,Good
The Sims 2: Pets,Good
Avatar: The Last Airbender,Okay
Harlem Globetrotters World Tour,Painful
Marvel: Ultimate Alliance,Great
Marvel: Ultimate Alliance,Great
Tokobot Plus: Mysteries of the Karakuri,Good
The Santa Clause 3: The Escape Clause,Bad
Tony Hawk's Downhill Jam,Great
3D Tilt-a-World,Great
Avatar: The Last Airbender,Good
Marvel: Ultimate Alliance,Great
Marvel: Ultimate Alliance,Great
American Dragon: Jake Long -- Attack of the Dark Dragon,Okay
Snoopy vs. the Red Baron,Good
F.E.A.R.,Amazing
Snoopy vs. the Red Baron,Good
ATV Offroad Fury Pro,Good
Sid Meier's Railroads!,Great
Family Guy,Bad
Reservoir Dogs,Awful
Star Wars: Empire at War -- Forces of Corruption,Great
Ultimate Mortal Kombat 3,Good
Reservoir Dogs,Awful
Touch Detective,Mediocre
Family Guy,Bad
Need for Speed Carbon,Good
Medal of Honor [2006],Okay
Pocketbike Racer,Bad
Untold Legends: Dark Kingdom,Okay
Call of Duty 3,Great
Sneak King,Okay
Big Bumpin',Okay
Marvel: Ultimate Alliance,Good
SEGA Genesis Collection,Great
Sneak King,Okay
Tiger Woods PGA Tour 07,Great
Cabela's African Safari,Good
Dynasty Warriors Vol. 2,Mediocre
Phantasy Star Universe,Mediocre
Final Fantasy III,Good
Cabela's African Safari,Good
Nicktoons: Battle For Volcano Island,Mediocre
Left Behind: Eternal Forces,Mediocre
Super Monkey Ball: Banana Blitz,Great
Strawberry Shortcake: The Sweet Dreams Game,Mediocre
Tom and Jerry Tales,Bad
Call of Duty 3,Good
NFL Street 3,Great
Cabela's African Safari,Good
Gunpey,Bad
Star Trek: Tactical Assault,Okay
Thrillville,Good
Eragon,Bad
Star Trek: Tactical Assault,Okay
The Sopranos: Road to Respect,Bad
Flutter,Mediocre
Eragon,Bad
Red Steel,Okay
NFL Street 3,Good
EverQuest II: Echoes of Faydwer,Great
NBA Live 07 (3D Edition),Good
Call of Duty 3,Good
Uno / Skip-Bo,Good
Winx Club: The Quest for the Codex,Bad
Tony Hawk's Project 8,Okay
Camp Lazlo: Leaky Lake Games,Bad
Superman Returns: The Videogame,Mediocre
Devil May Cry 3: Dante's Awakening,Mediocre
NBA 2K7,Great
The Legend of Zelda: Twilight Princess,Amazing
Big Bumpin',Good
Pocketbike Racer,Bad
Mobile Suit Gundam: Crossfire,Awful
Madden NFL 07,Great
Blast Factor,Mediocre
Uno 52,Good
Cash Guns Chaos DLX,Bad
Heroes of Annihilated Empires,Okay
Casino Royale,Okay
Chicken Little: Ace in Action,Good
Winx Club: The Quest for the Codex,Mediocre
Digimon World DS,Good
Summon Night: Swordcraft Story 2,Great
Barbie In The 12 Dancing Princesses,Good
Tom Clancy's Rainbow Six: Vegas,Amazing
Defender,Mediocre
Rayman Raving Rabbids,Great
Madden NFL 07,Great
Tony Hawk's Downhill Jam,Good
Excite Truck,Great
Konductra,Okay
Foster's Home for Imaginary Friends,Mediocre
SOCOM: U.S. Navy SEALs Combined Assault,Great
Eragon,Bad
Dragon Ball Z Budokai Tenkaichi 2,Great
Thrillville,Good
Dragon Ball Z Budokai Tenkaichi 2,Great
The Sopranos: Road to Respect (Limited Edition),Bad
Eragon,Bad
Thrillville,Good
That's So Raven: Psychic on the Scene,Good
Blitz: The League,Okay
Marvel: Ultimate Alliance,Okay
Donkey Kong,Bad
Microsoft Flight Simulator X,Good
Mini Golf Magic (2D Edition),Great
The History Channel -- Civil War: A Nation Divided,Bad
Spider-Man: Battle for New York,Bad
Donkey Kong,Bad
Eragon,Good
The History Channel -- Civil War: A Nation Divided,Mediocre
Bomberman '93,Great
Wildlife Zoo,Okay
Bonk's Adventure,Great
The Grim Adventures of Billy & Mandy,Okay
Tornado Mania,Masterpiece
Mario Bros.,Bad
Pocket Racers,Bad
Reel Fishing: The Great Outdoors,Painful
Xiaolin Showdown,Okay
NOM,Good
Ford Bold Moves Street Racing,Awful
Monster 4X4 World Circuit (Game & Steering Wheel),Bad
Sonic the Hedgehog,Bad
The Lord of the Rings: The Battle for Middle-earth II -- The Rise of the Witch-king,Great
Mind Quiz,Bad
Rapala Tournament Fishing,Awful
GT Pro Series,Bad
GT Pro Series (Game & Steering Wheel),Bad
The History Channel -- Civil War: A Nation Divided,Mediocre
Pinball,Mediocre
Cartoon Network Racing,Awful
Ristar,Great
Kirby Squeak Squad,Good
Columns,Good
WWE SmackDown vs. Raw 2007,Good
Gitaroo Man Lives!,Great
Need for Speed Carbon,Good
Mario Bros.,Bad
Yu-Gi-Oh! GX Tag Force,Mediocre
Super Star Soldier,Good
Full Auto 2: Battlelines,Good
Victory Run,Okay
Mortal Kombat: Unchained,Good
RoboBlitz,Good
Alien Crush,Good
Alien Crush,Good
Assault Heroes,Great
Ice Hockey,Good
Fight Night Round 3,Great
Xiaolin Showdown,Okay
Gunpey DS,Okay
Rush,Mediocre
Avatar: The Last Airbender,Mediocre
Superman Returns: The Videogame,Mediocre
College Hoops 2K7,Good
The Sims 2: Pets,Okay
Gothic 3,Bad
Capcom Classics Collection Vol. 2,Good
Capcom Classics Collection Vol. 2,Good
Naruto: Uzumaki Chronicles,Okay
Castlevania: Portrait of Ruin,Great
Columns,Good
Traffic Mayhem,Good
Monster Bomber,Bad
Secret Files: Tunguska,Good
Space Empires V,Okay
Dirge of Cerberus: Final Fantasy VII: Lost Episode,Okay
The Last Ritual,Great
SimCity [1991],Good
Platypus,Mediocre
Soccer,Bad
Luxor: Wrath of Set,Okay
Eragon,Good
Bionicle Heroes,Great
Solomon's Key,Okay
Online Chess Kingdoms,Okay
Sonic Riders,Bad
Gunstar Heroes,Amazing
Dr. Robotnik's Mean Bean Machine,Good
Ice Age 2: The Meltdown,Good
Rampage: Total Destruction,Bad
Tomb Raider: Legend,Great
Star Trek: Legacy,Mediocre
Brain Boost: Gamma Wave,Bad
Superman Returns: The Videogame,Mediocre
Dave Mirra BMX Challenge,Painful
Small Arms,Great
Brain Boost: Beta Wave,Bad
Rayman Raving Rabbids,Great
Cars,Okay
NRA Gun Club,Unbearable
Metal Gear Solid: Portable Ops,Amazing
World Racing 2,Bad
Fight Night Round 3,Great
Bomberman '93,Great
Happy Feet,Mediocre
Xiaolin Showdown,Okay
Donkey Kong Jr.,Mediocre
Bonk's Adventure,Great
"World Championship Poker: Featuring Howard Lederer ""All In""",Okay
Donkey Kong Jr.,Mediocre
Eragon: Dragon Rider,Okay
Wario's Woods,Great
Dr. Robotnik's Mean Bean Machine,Good
College Hoops 2K7,Good
Harley-Davidson: Race to the Rally,Bad
Agatha Christie: Murder on the Orient Express,Okay
Elebits,Great
Happy Feet,Bad
Corvette Evolution GT,Bad
Superman Returns: The Videogame,Bad
The Grim Adventures of Billy & Mandy,Mediocre
Sonic Rivals,Good
College Hoops 2K7,Great
The Sims 2: Pets,Okay
Tom Clancy's Splinter Cell Double Agent,Amazing
Mercury Meltdown Remix,Okay
Happy Feet,Bad
Horsez,Painful
Charlotte's Web,Okay
Charlotte's Web,Okay
Gunstar Heroes,Amazing
Uno / Skip-Bo / Uno Freefall,Bad
Princess Natasha: Student~Secret Agent~Princess,Bad
Cartoon Network Racing,Mediocre
Over the Hedge: Hammy Goes Nuts!,Bad
Yggdra Union: We'll Never Fight Alone,Good
Suzuki Superbikes II: Riding Challenge,Awful
Harley-Davidson: Race to the Rally,Mediocre
The Legend of Zelda: Twilight Princess,Amazing
Activision Hits Remixed,Great
Gangstar: Crime City,Good
Pimp My Ride,Painful
King Kong Pinball,Good
Happy Feet,Bad
Bomberman Land Touch!,Great
Over the Hedge: Hammy Goes Nuts!,Okay
Arthur and the Invisibles: The Game,Good
Super Mario 64,Amazing
Ms. Pac-Man,Good
Rayman Raving Rabbids,Mediocre
Gradius,Good
Star Wars: Lethal Alliance,Good
Tom Clancy's Rainbow Six: Vegas,Great
Tomb Raider: Legend,Okay
Lemmings,Good
Shrek Smash n' Crash Racing,Mediocre
Flyboys Squadron,Okay
Golden Axe,Okay
Shrek Smash n' Crash Racing,Mediocre
Happy Feet,Good
Duckshot,Good
Mensa Genius Challenge,Mediocre
Super Swing Golf,Good
Pimp My Ride,Painful
Rock 'em Sock 'em Robots,Awful
National Lampoon's Greek Games,Awful
Gradius,Good
Lost Planet: Trag Zero,Okay
Final Fantasy V Advance,Great
GripShift,Good
Lost Planet: Extreme Condition,Great
24: Agent Down,Great
Rocky Legacy,Mediocre
March of the Penguins,Bad
Bionicle Heroes,Great
Far Cry Vengeance,Bad
Rock 'em Sock 'em Robots,Unbearable
Golden Axe,Okay
Go! Sudoku,Good
Tomb Raider: Legend,Mediocre
Metal Slug Anthology,Good
Star Trek: Legacy,Good
Eragon,Okay
Chicken Little: Ace in Action,Good
Super Shove It!,Good
Bionicle Heroes,Good
Justice League Heroes,Okay
Egg vs. Chicken,Okay
Sam & Max: Season One -- Episode #2: Situation: Comedy,Good
Special Crime Unit: Blood on Campus,Great
Karaoke Revolution Presents: American Idol,Great
Oasis [2006],Good
Diamond Rush,Good
Star Wars: Lethal Alliance,Bad
Ecco the Dolphin,Good
Kim Possible: What's the Switch?,Good
Ecco the Dolphin,Good
Ice Hockey,Good
Blazing Angels: Squadrons of WWII,Good
Tom Clancy's Rainbow Six: Vegas,Good
Micro Machines V4,Mediocre
Heroes of Might and Magic V: Hammers of Fate,Okay
Bionicle Heroes,Good
Blitz: Overtime,Okay
SEGA Genesis Collection,Great
Tennis,Mediocre
Chicken Little: Ace in Action,Good
Lucinda Green's Equestrian Challenge,Okay
Winning Eleven: Pro Evolution Soccer 2007,Great
Jet Moto,Good
Super Mario World,Great
Winning Eleven: Pro Evolution Soccer 2007,Great
Winning Eleven: Pro Evolution Soccer 2007,Great
Phoenix Wright: Ace Attorney,Good
Fuzion Frenzy 2,Okay
Pool Pro Online II,Great
Rogue Galaxy,Great
Hard Rock Casino,Bad
The Shield,Painful
SpongeBob Squarepants: Creature from the Krusty Krab,Bad
Mario Kart 64,Good
World of Warcraft: The Burning Crusade,Great
Open Season,Okay
Battlestations: Midway,Great
Rally Cross,Okay
Contra III: The Alien Wars,Great
Tekken 2,Okay
Desperate Housewives,Good
Contra III: The Alien Wars,Great
Sonic the Hedgehog (Genesis),Great
Jewel Quest Solitaire,Great
Battlestations: Midway,Great
The Sopranos Bada Bing! Manager,Good
Supreme Commander,Amazing
Space Harrier II,Mediocre
Project Gotham Racing Mobile 3D,Great
Crash Bandicoot,Good
Deal or No Deal,Awful
Fossil League: Dino Tournament Championship,Okay
Final Fantasy VI Advance,Amazing
Urban Champion,Painful
Gradius Neo,Good
Paws & Claws: Pet Vet,Okay
Military Madness [1990],Good
Military Madness [1990],Good
Comix Zone,Good
Comix Zone,Good
The Legend of Zelda,Amazing
Ghost Rider,Bad
Ghost Rider,Bad
Monster Kingdom: Jewel Summoner,Good
Dogz,Mediocre
Inuyasha: Secret of the Divine Jewel,Bad
Paperboy,Okay
The Warriors,Great
God of War II,Amazing
Crackdown [2007],Great
Galactic Civilizations II: Dark Avatar,Amazing
March of the Penguins,Bad
Totally Spies! 2: Undercover,Bad
Totally Spies! 2: Undercover,Bad
Princess Natasha: Student~Secret Agent~Princess,Bad
Warhammer: Battle for Atluma,Okay
Lost,Okay
Gurumin: A Monstrous Adventure,Great
Wii Play (Game & Wii Remote),Mediocre
2 Xtreme,Painful
Ratchet & Clank: Size Matters,Amazing
Heavy Weapon: Atomic Tank,Good
High Seas: Guns & Gold,Great
Brothers in Arms D-Day,Okay
New Rally-X,Bad
NCAA March Madness 07,Mediocre
Scooby-Doo! Who's Watching Who?,Mediocre
Phoenix Wright: Ace Attorney -- Justice For All,Good
Meteos,Great
Altered Beast,Mediocre
Arthur and the Invisibles: The Game,Okay
Starshatter: The Gathering Storm,Good
Horse Riding Academy,Mediocre
Root Beer Tapper,Good
Destroy All Humans! 2,Okay
Gain Ground,Good
Gain Ground,Good
Winning Eleven: Pro Evolution Soccer 2007,Okay
Ar tonelico: Melody of Elemia,Good
NCAA March Madness 07,Good
Street Fighter II: The World Warrior,Good
Baseball,Mediocre
Baseball,Mediocre
Altered Beast,Mediocre
ESPN Poker Club,Great
R-Type,Good
F-Zero,Good
F-Zero,Good
Novadrome,Awful
Hotel Dusk: Room 215,Good
Path of a Warrior,Good
Lunar Knights,Great
Sonic the Hedgehog,Bad
"SnoCross 2 Featuring ""Air"" Blair Morgan",Bad
Capcom Puzzle World,Okay
Call of Duty 3,Good
Vigilante,Okay
Diddy Kong Racing DS,Good
World Series of Poker: Tournament of Champions -- 2007 Edition,Bad
MVP 07 NCAA Baseball,Good
Wario Ware: Smooth Moves,Great
Super Castlevania IV,Great
Ghost Rider,Okay
Europa Universalis III,Great
ToeJam & Earl,Good
Moto Roader,Okay
Xevious,Okay
Mo-Pets,Good
Legend of Heroes III: Song of the Ocean,Okay
Barnyard,Mediocre
Avatar: The Last Airbender,Mediocre
Need for Speed Carbon 2D,Good
"Sam & Max: Season One -- Episode #3: The Mole, the Mob and the Meatball",Okay
Moto Roader,Okay
The Shield,Painful
X-Men: The Last Stand Mind Maze,Okay
Sid Meier's Pirates!,Amazing
Brigade E5: New Jagged Union,Awful
The Legend of Zelda: A Link to the Past,Amazing
The Legend of Spyro: A New Beginning,Bad
F-24 Stealth Fighter,Awful
Xiaolin Showdown,Mediocre
The Ant Bully,Bad
Centipede (Glu Mobile Version),Good
Jewel Quest II,Great
March of the Penguins,Bad
Dungeon Explorer,Okay
Bonanza Brothers,Mediocre
Bonanza Bros.,Mediocre
War Rock,Mediocre
Tom Clancy's Splinter Cell Double Agent,Mediocre
Hot Shots Golf 2,Good
The Sims 2: Pets,Okay
The Legend of Kage,Painful
Dungeon Explorer,Okay
Kirby's Adventure,Amazing
Major League Baseball 2K7,Good
Lumines Plus,Good
Samurai Warriors 2 Empires,Mediocre
Chew-Man-Fu,Good
The Sims: Life Stories,Good
Alien Hominid,Great
Horsez,Bad
M.A.C.H.,Mediocre
Kirby's Adventure,Amazing
Donkey Kong Country,Great
Virtua Fighter 5,Great
Streets of Rage,Okay
Sonic and the Secret Rings,Okay
Donkey Kong Country,Great
flOw,Good
Cool Boarders,Bad
Yu-Gi-Oh!: Spirit Caller,Good
Bio-Hazard Battle,Mediocre
Chew-Man-Fu,Good
NASCAR 07 (3D Edition),Good
Bio-Hazard Battle,Mediocre
The Legend of Zelda: Ocarina of Time,Masterpiece
Bubble Bobble Evolution,Bad
Kasparov Chess,Good
Mazes of Fate,Okay
SSX Blur,Great
Meteos: Disney Magic,Great
Tiger Woods PGA Tour 07,Good
Saints & Sinners Bingo,Good
Major League Baseball 2K7,Mediocre
Marvel Trading Card Game,Okay
Jade Empire (Special Edition),Great
